pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,st_teff,habitable
Kepler-383 b,Kepler-383,2014.0,1.32,12.904532,0.095,4710.0,0
Kepler-383 c,Kepler-383,2014.0,1.24,31.200751,0.172,4710.0,0
Kepler-384 b,Kepler-384,2014.0,1.12,22.597053,0.148,5577.0,0
Kepler-384 c,Kepler-384,2014.0,1.13,45.348269,0.236,5577.0,0
Kepler-385 b,Kepler-385,2014.0,2.73,10.043686,0.097,6326.0,0
Kepler-385 c,Kepler-385,2014.0,3.04,15.163161,0.127,6326.0,0
Kepler-386 b,Kepler-386,2014.0,1.39,12.31043,0.096,5178.0,0
Kepler-386 c,Kepler-386,2014.0,1.58,25.193458,0.155,5178.0,0
Kepler-387 b,Kepler-387,2014.0,1.03,6.791636,0.068,5774.0,0
Kepler-387 c,Kepler-387,2014.0,0.89,11.837549,0.098,5774.0,0
Kepler-388 b,Kepler-388,2014.0,0.81,3.173315,0.036,4498.0,0
Kepler-388 c,Kepler-388,2014.0,0.86,13.297004,0.093,4498.0,0
Kepler-389 b,Kepler-389,2014.0,1.51,3.244107,0.041,5376.0,0
Kepler-389 c,Kepler-389,2014.0,1.46,14.51143,0.11,5376.0,0
Kepler-39 b,Kepler-39,2011.0,13.9,21.08721,0.164,6350.0,0
Kepler-390 b,Kepler-390,2014.0,0.82,6.738088,0.065,5166.0,0
Kepler-390 c,Kepler-390,2014.0,0.79,13.060022,0.101,5166.0,0
Kepler-391 b,Kepler-391,2014.0,2.5,7.4175,0.083,5038.0,0
Kepler-391 c,Kepler-391,2014.0,2.88,20.501,0.164,5038.0,0
Kepler-392 b,Kepler-392,2014.0,1.0,5.341853,0.059,5938.0,0
Kepler-392 c,Kepler-392,2014.0,1.1,10.423118,0.093,5938.0,0
Kepler-393 b,Kepler-393,2014.0,1.29,9.182417,0.091,6189.0,0
Kepler-393 c,Kepler-393,2014.0,1.33,14.613612,0.124,6189.0,0
Kepler-394 b,Kepler-394,2014.0,1.6,8.005013,0.083,6402.0,0
Kepler-394 c,Kepler-394,2014.0,1.66,12.130686,0.11,6402.0,0
Kepler-395 b,Kepler-395,2014.0,1.03,7.054346,0.061,4262.0,0
Kepler-395 c,Kepler-395,2014.0,1.32,34.989262,0.177,4262.0,0
Kepler-397 b,Kepler-397,2014.0,2.46,22.250949,0.144,5307.0,0
Kepler-397 c,Kepler-397,2014.0,6.18,135.498527,0.48,5307.0,0
Kepler-398 b,Kepler-398,2014.0,0.93,4.081423,0.044,4493.0,0
Kepler-398 c,Kepler-398,2014.0,1.01,11.419412,0.087,4493.0,0
Kepler-399 b,Kepler-399,2014.0,0.96,14.425281,0.103,5502.0,0
Kepler-399 c,Kepler-399,2014.0,1.43,26.67569,0.155,5502.0,0
Kepler-399 d,Kepler-399,2014.0,1.89,58.034616,0.261,5502.0,0
Kepler-4 b,Kepler-4,2009.0,4.002,3.21346,0.0456,5857.0,0
Kepler-40 b,Kepler-40,2010.0,13.11,6.87349,0.08,6510.0,0
Kepler-400 b,Kepler-400,2014.0,1.65,9.024389,0.087,5886.0,0
Kepler-400 c,Kepler-400,2014.0,1.49,17.340824,0.134,5886.0,0
Kepler-401 b,Kepler-401,2014.0,1.71,14.383035,0.122,6117.0,0
Kepler-401 c,Kepler-401,2014.0,2.15,47.318218,0.269,6117.0,0
Kepler-402 b,Kepler-402,2014.0,1.22,4.028751,0.051,6090.0,0
Kepler-402 c,Kepler-402,2014.0,1.56,6.124821,0.068,6090.0,0
Kepler-402 d,Kepler-402,2014.0,1.38,8.921099,0.087,6090.0,0
Kepler-402 e,Kepler-402,2014.0,1.46,11.242861,0.102,6090.0,0
Kepler-403 b,Kepler-403,2014.0,1.25,7.031462,0.076,6090.0,0
Kepler-403 c,Kepler-403,2014.0,1.75,54.280749,0.297,6090.0,0
Kepler-404 b,Kepler-404,2014.0,1.27,11.829851,0.102,5654.0,0
Kepler-404 c,Kepler-404,2014.0,1.72,14.751166,0.118,5654.0,0
Kepler-405 b,Kepler-405,2014.0,2.08,10.613839,0.095,5818.0,0
Kepler-405 c,Kepler-405,2014.0,4.66,29.726682,0.188,5818.0,0
Kepler-409 b,Kepler-409,2014.0,1.199,68.9583216,0.3192,5421.0,0
Kepler-41 b,Kepler-41,2011.0,14.46,1.8555582,0.03101,5750.0,0
Kepler-410 A b,Kepler-410 A,2013.0,2.838,17.833648,0.1226,6273.0,0
Kepler-412 b,Kepler-412,2014.0,15.031269,1.7208604,0.02897,5750.0,0
Kepler-413 b,Kepler-413,2014.0,4.347,66.262,0.3553,4700.0,0
Kepler-416 d,Kepler-416,2023.0,1.61,3.07644709,0.0407,5670.0,0
Kepler-419 b,Kepler-419,2014.0,10.8,69.7546,0.37,6430.0,0
Kepler-42 b,Kepler-42,2011.0,0.78,1.2137672,0.0116,3068.0,0
Kepler-42 c,Kepler-42,2011.0,0.73,0.45328509,0.006,3068.0,0
Kepler-42 d,Kepler-42,2011.0,0.57,1.865169,0.0154,3068.0,0
Kepler-421 b,Kepler-421,2014.0,4.16,704.1984,1.219,5308.0,0
Kepler-422 b,Kepler-422,2014.0,12.89,7.8914483,0.082,5972.0,0
Kepler-423 b,Kepler-423,2014.0,13.361,2.6843285,0.03585,5560.0,0
Kepler-424 b,Kepler-424,2014.0,9.98,3.3118644,0.044,5460.0,0
Kepler-425 b,Kepler-425,2014.0,10.962,3.79701816,0.0464,5170.0,0
Kepler-426 b,Kepler-426,2014.0,12.22,3.21751883,0.0414,5725.0,0
Kepler-427 b,Kepler-427,2014.0,13.79,10.290994,0.091,5800.0,0
Kepler-428 b,Kepler-428,2014.0,12.11,3.52563254,0.0433,5150.0,0
Kepler-43 b,Kepler-43,2011.0,13.663771,3.0240949,0.046,6041.0,0
Kepler-430 b,Kepler-430,2015.0,3.25,35.968,0.2244,5884.0,0
Kepler-430 c,Kepler-430,2015.0,1.75,110.979,0.4757,5884.0,0
Kepler-431 b,Kepler-431,2015.0,0.764,6.803,0.0719,6004.0,0
Kepler-431 c,Kepler-431,2015.0,0.668,8.703,0.0847,6004.0,0
Kepler-431 d,Kepler-431,2015.0,1.11,11.922,0.1045,6004.0,0
Kepler-432 b,Kepler-432,2015.0,12.834305,52.501129,0.301,4995.0,0
Kepler-433 b,Kepler-433,2015.0,16.25,5.33408384,0.0679,6360.0,0
Kepler-434 b,Kepler-434,2015.0,12.67,12.8747099,0.1143,5977.0,0
Kepler-435 b,Kepler-435,2015.0,22.31,8.6001536,0.0948,6161.0,0
Kepler-436 b,Kepler-436,2015.0,2.73,64.00205,0.339,4651.0,0
Kepler-437 b,Kepler-437,2015.0,2.14,66.65062,0.288,4551.0,0
Kepler-438 b,Kepler-438,2015.0,1.12,35.23319,0.166,3748.0,0
Kepler-439 b,Kepler-439,2015.0,2.24,178.1396,0.563,5431.0,0
Kepler-44 b,Kepler-44,2011.0,12.22,3.2467293,0.0446,5800.0,0
Kepler-440 b,Kepler-440,2015.0,1.86,101.11141,0.242,4134.0,0
Kepler-441 b,Kepler-441,2015.0,1.64,207.2482,0.64,4340.0,0
Kepler-442 b,Kepler-442,2015.0,1.34,112.3053,0.409,4402.0,0
Kepler-443 b,Kepler-443,2015.0,2.33,177.6693,0.495,4723.0,0
Kepler-444 b,Kepler-444,2015.0,0.403,3.6001053,0.04178,5046.0,0
Kepler-444 c,Kepler-444,2015.0,0.497,4.5458841,0.04881,5046.0,0
Kepler-444 d,Kepler-444,2015.0,0.53,6.189392,0.06,5046.0,0
Kepler-444 e,Kepler-444,2015.0,0.546,7.743493,0.0696,5046.0,0
Kepler-444 f,Kepler-444,2015.0,0.741,9.740486,0.0811,5046.0,0
Kepler-447 b,Kepler-447,2015.0,18.49,7.79430132,0.0769,5493.0,0
Kepler-45 b,Kepler-45,2011.0,10.76,2.455239,0.03,3820.0,0
Kepler-452 b,Kepler-452,2015.0,1.63,384.843,1.046,5757.0,1
Kepler-453 b,Kepler-453,2015.0,6.204,240.503,0.7903,5527.0,0
Kepler-454 b,Kepler-454,2015.0,2.37,10.5737534,0.09528,5687.0,0
Kepler-46 b,Kepler-46,2012.0,9.057,33.60134,0.1968,5155.0,0
Kepler-46 d,Kepler-46,2014.0,1.64,6.766589,0.067,5309.0,0
Kepler-49 d,Kepler-49,2014.0,1.6,2.576549,0.031,4252.0,0
Kepler-49 e,Kepler-49,2014.0,1.56,18.596108,0.116,4252.0,0
Kepler-5 b,Kepler-5,2009.0,15.984034,3.5484657,0.0538,6297.0,0
Kepler-50 b,Kepler-50,2012.0,1.71,7.81254,0.077,6225.0,0
Kepler-50 c,Kepler-50,2012.0,2.17,9.37647,0.087,6225.0,0
Kepler-51 b,Kepler-51,2012.0,7.1,45.154,0.2514,6018.0,0
Kepler-51 c,Kepler-51,2012.0,9.0,85.312,0.384,6018.0,0
Kepler-51 d,Kepler-51,2014.0,9.7,130.194,0.509,6018.0,0
Kepler-52 d,Kepler-52,2014.0,1.95,36.445171,0.182,4263.0,0
Kepler-53 d,Kepler-53,2014.0,2.12,9.751962,0.091,6085.0,0
Kepler-538 b,Kepler-538,2016.0,2.215,81.73778,0.3554,5534.0,0
Kepler-539 b,Kepler-539,2016.0,8.373123,125.63243,0.4988,5820.0,0
Kepler-54 d,Kepler-54,2014.0,1.53,20.995694,0.126,4252.0,0
Kepler-549 d,Kepler-549,2023.0,4.2,24.61480613,0.1575,5312.0,0
Kepler-55 d,Kepler-55,2014.0,1.59,2.211099,0.029,4503.0,0
Kepler-55 e,Kepler-55,2014.0,1.55,4.617534,0.048,4503.0,0
Kepler-55 f,Kepler-55,2014.0,1.59,10.198545,0.081,4503.0,0
Kepler-553 b,Kepler-553,2016.0,4.74139884,4.030467,0.04766,5191.0,0
Kepler-553 c,Kepler-553,2016.0,11.57887706,328.24017,0.898,5191.0,0
Kepler-56 b,Kepler-56,2012.0,6.51,10.5016,0.1028,4840.0,0
Kepler-56 c,Kepler-56,2012.0,9.8,21.40239,0.1652,4840.0,0
Kepler-58 d,Kepler-58,2014.0,2.94,40.101371,0.236,6099.0,0
Kepler-58 e,Kepler-58,2023.0,1.61,4.45814897,0.0533,6100.0,0
Kepler-6 b,Kepler-6,2009.0,14.616536,3.2346996,0.04852,5647.0,0
Kepler-619 d,Kepler-619,2023.0,4.17,11.67894236,0.1021,6122.0,0
Kepler-62 b,Kepler-62,2013.0,1.31,5.714932,0.0553,4925.0,0
Kepler-62 c,Kepler-62,2013.0,0.54,12.4417,0.0929,4925.0,0
Kepler-62 d,Kepler-62,2013.0,1.95,18.16406,0.12,4925.0,0
Kepler-62 e,Kepler-62,2013.0,1.61,122.3874,0.427,4925.0,0
Kepler-62 f,Kepler-62,2013.0,1.41,267.291,0.718,4925.0,0
Kepler-63 b,Kepler-63,2013.0,6.11,9.4341505,0.08,5576.0,0
Kepler-65 b,Kepler-65,2012.0,1.42,2.15491,0.035,6211.0,0
Kepler-65 c,Kepler-65,2012.0,2.58,5.859944,0.068,6211.0,0
Kepler-65 d,Kepler-65,2012.0,1.52,8.13123,0.084,6211.0,0
Kepler-656 c,Kepler-656,2023.0,1.41,5.25449393,0.0602,5550.0,0
Kepler-66 b,Kepler-66,2013.0,2.8,17.815815,0.1352,5962.0,0
Kepler-67 b,Kepler-67,2013.0,2.94,15.7259,0.1171,5331.0,0
Kepler-68 b,Kepler-68,2013.0,2.357,5.39875259,0.06135,5847.0,0
Kepler-68 c,Kepler-68,2013.0,0.979,9.605027,0.09008,5847.0,0
Kepler-69 b,Kepler-69,2013.0,2.24,13.722341,0.094,5638.0,0
Kepler-69 c,Kepler-69,2013.0,1.71,242.4613,0.64,5638.0,0
Kepler-7 b,Kepler-7,2009.0,18.180998,4.8854892,0.06067,5933.0,0
Kepler-725 b,Kepler-725,2016.0,10.8,39.64372,0.2238,5395.0,0
Kepler-730 b,Kepler-730,2016.0,12.3299,6.491682808,0.0694,5620.0,0
Kepler-730 c,Kepler-730,2018.0,1.56926,2.85188338,0.03997,5620.0,0
Kepler-74 b,Kepler-74,2013.0,10.76,7.340711,0.0781,6000.0,0
Kepler-75 b,Kepler-75,2013.0,11.77,8.8849116,0.0818,5200.0,0
Kepler-76 b,Kepler-76,2013.0,15.24424,1.5449298,0.0274,6409.0,0
Kepler-763 c,Kepler-763,2023.0,1.42,4.09667624,0.0466,4999.0,0
Kepler-763 d,Kepler-763,2023.0,1.67,6.50327035,0.0634,4999.0,0
Kepler-77 b,Kepler-77,2013.0,10.761,3.57878087,0.04501,5520.0,0
Kepler-78 b,Kepler-78,2013.0,1.201,0.35500745,0.00901,5058.0,0
Kepler-784 c,Kepler-784,2023.0,1.55,17.157236,0.1309,5676.0,0
Kepler-79 b,Kepler-79,2012.0,3.47,13.4845,0.117,6174.0,0
Kepler-79 c,Kepler-79,2012.0,3.72,27.4029,0.187,6174.0,0
Kepler-79 d,Kepler-79,2014.0,7.16,52.0902,0.287,6174.0,0
Kepler-79 e,Kepler-79,2014.0,3.49,81.0659,0.386,6174.0,0
Kepler-8 b,Kepler-8,2010.0,15.871944,3.5224991,0.0474,6213.0,0
Kepler-80 b,Kepler-80,2012.0,2.67,7.05246,0.0648,4540.0,0
Kepler-80 c,Kepler-80,2012.0,2.74,9.52355,0.0792,4540.0,0
Kepler-80 d,Kepler-80,2014.0,1.53,3.07222,0.0372,4540.0,0
Kepler-80 e,Kepler-80,2014.0,1.6,4.64489,0.0491,4540.0,0
Kepler-80 f,Kepler-80,2016.0,1.21,0.9867873,0.0175,4540.0,0
Kepler-81 d,Kepler-81,2014.0,1.21,20.837846,0.128,4500.0,0
Kepler-82 d,Kepler-82,2014.0,1.77,2.382961,0.034,5428.0,0
Kepler-82 e,Kepler-82,2014.0,2.47,5.902206,0.063,5428.0,0
Kepler-83 d,Kepler-83,2014.0,1.94,5.169796,0.051,4648.0,0
Kepler-84 d,Kepler-84,2014.0,1.38,4.224537,0.052,6031.0,0
Kepler-84 e,Kepler-84,2014.0,2.6,27.434389,0.181,6031.0,0
Kepler-84 f,Kepler-84,2014.0,2.2,44.552169,0.25,6031.0,0
Kepler-849 b,Kepler-849,2016.0,8.08167508,394.62508,1.137,5950.0,0
Kepler-85 d,Kepler-85,2014.0,1.2,17.91323,0.13,5436.0,0
Kepler-85 e,Kepler-85,2014.0,1.27,25.216751,0.163,5436.0,0
Kepler-864 c,Kepler-864,2023.0,1.62,2.42150341,0.0382,6213.0,0
Kepler-865 c,Kepler-865,2023.0,0.89,6.20920207,0.061,5440.0,0
Kepler-87 b,Kepler-87,2013.0,13.49,114.73635,0.481,5600.0,0
Kepler-87 c,Kepler-87,2013.0,6.14,191.2318,0.676,5600.0,0
Kepler-880 c,Kepler-880,2023.0,2.87,11.8061737,0.1216,6900.0,0
Kepler-896 c,Kepler-896,2023.0,3.15,29.5422566,0.1792,5510.0,0
Kepler-9 b,Kepler-9,2010.0,8.29,19.23891,0.143,5774.0,0
Kepler-9 c,Kepler-9,2010.0,8.08,38.9853,0.227,5774.0,0
Kepler-9 d,Kepler-9,2010.0,1.64,1.592851,0.0273,5777.0,0
Kepler-91 b,Kepler-91,2013.0,15.322703,6.24658,0.0731,4550.0,0
Kepler-93 b,Kepler-93,2014.0,1.478,4.72673978,0.05343,5669.0,0
Kepler-949 c,Kepler-949,2023.0,2.97,20.99757968,0.1394,5211.0,0
Kepler-970 b,Kepler-970,2016.0,2.609,16.736525,0.139,4290.0,0
Kepler-975 c,Kepler-975,2023.0,10.69,5.05821338,0.0567,4883.0,0
L 168-9 b,L 168-9,2020.0,1.63,1.40152604,0.0208,3842.0,0
L 98-59 b,L 98-59,2019.0,0.837,2.253114,0.0223,3415.0,0
L 98-59 c,L 98-59,2019.0,1.329,3.6906764,0.0309,3415.0,0
L 98-59 d,L 98-59,2019.0,1.627,7.450729,0.0494,3415.0,0
LHS 1140 b,LHS 1140,2017.0,1.73,24.73723,0.0946,3096.0,0
LHS 1140 c,LHS 1140,2018.0,1.272,3.77794,0.027,3096.0,0
LHS 1478 b,LHS 1478,2021.0,1.242,1.9495378,0.01848,3381.0,0
LHS 1678 b,LHS 1678,2021.0,0.685,0.8602325,0.01239,3490.0,0
LHS 1678 c,LHS 1678,2021.0,0.941,3.694284,0.0327,3490.0,0
LHS 1678 d,LHS 1678,2024.0,0.981,4.9652229,0.04,3490.0,0
LHS 1903 b,LHS 1903,2026.0,1.382,2.1555098,0.02656,3664.0,0
LHS 1903 c,LHS 1903,2026.0,2.046,6.226185,0.05387,3664.0,0
LHS 1903 d,LHS 1903,2026.0,2.5,12.566287,0.08604,3664.0,0
LHS 1903 e,LHS 1903,2026.0,1.732,29.31773,0.15135,3664.0,0
LHS 3844 b,LHS 3844,2019.0,1.286,0.462929709,0.00624,3080.0,0
LP 714-47 b,LP 714-47,2020.0,4.7,4.052037,0.0417,3950.0,0
LP 791-18 b,LP 791-18,2019.0,1.212,0.9479981,0.00978,2960.0,0
LP 791-18 c,LP 791-18,2019.0,2.488,4.98991,0.02961,2960.0,0
LP 791-18 d,LP 791-18,2023.0,1.032,2.75485,0.01992,2960.0,0
LP 890-9 b,LP 890-9,2022.0,1.32,2.7299025,0.01875,2850.0,0
LP 890-9 c,LP 890-9,2022.0,1.367,8.457463,0.03984,2850.0,0
LTT 1445 A c,LTT 1445 A,2022.0,1.147,3.1239035,0.02661,3340.0,0
LTT 3780 b,LTT 3780,2020.0,1.325,0.76837931,0.01195,3358.0,0
LTT 3780 c,LTT 3780,2020.0,2.39,12.252284,0.0757,3358.0,0
LTT 9779 b,LTT 9779,2020.0,4.72,0.792052,0.01679,5443.0,0
Lupus-TR-3 b,Lupus-TR-3,2007.0,9.976,3.91405,0.0464,5000.0,0
MASCARA-1 b,MASCARA-1,2017.0,17.90074218,2.14877381,0.040352,7490.0,0
MASCARA-4 b,MASCARA-4,2020.0,16.98160576,2.8240932,0.0474,7800.0,0
NGTS-1 b,NGTS-1,2017.0,14.90797,2.647298,0.0326,3916.0,0
NGTS-10 b,NGTS-10,2020.0,13.506845,0.7668944,0.0143,4600.0,0
NGTS-11 b,NGTS-11,2020.0,9.157753,35.45533,0.201,5050.0,0
NGTS-12 b,NGTS-12,2020.0,11.747032,7.532806,0.0757,5690.0,0
NGTS-13 b,NGTS-13,2021.0,12.800678,4.119027,0.0549,5819.0,0
NGTS-14 A b,NGTS-14 A,2021.0,4.976796,3.5357173,0.0403,5187.0,0
NGTS-15 b,NGTS-15,2021.0,12.32987877,3.27623,0.0441,5600.0,0
NGTS-16 b,NGTS-16,2021.0,14.57167491,4.84532,0.0523,5550.0,0
NGTS-17 b,NGTS-17,2021.0,13.89913607,3.24253,0.0391,5650.0,0
NGTS-18 b,NGTS-18,2021.0,13.56286665,3.05125,0.0448,5610.0,0
NGTS-2 b,NGTS-2,2018.0,17.878355,4.511164,0.063,6478.0,0
NGTS-20 b,NGTS-20,2022.0,11.99360935,54.18915,0.313,5980.0,0
NGTS-21 b,NGTS-21,2022.0,14.90794433,1.5433897,0.0236,4660.0,0
NGTS-23 b,NGTS-23,2022.0,14.20177855,4.0764326,0.0504,6057.0,0
NGTS-24 b,NGTS-24,2022.0,13.60770257,3.4678796,0.0479,5820.0,0
NGTS-25 b,NGTS-25,2022.0,11.46678726,2.823093,0.0388,5321.0,0
NGTS-26 b,NGTS-26,2024.0,14.88552637,4.5199279,0.049,5550.0,0
NGTS-27 b,NGTS-27,2024.0,15.64773706,3.3704181,0.0446,5700.0,0
NGTS-3 A b,NGTS-3 A,2018.0,16.58932,1.6753728,0.023,5600.0,0
NGTS-30 b,NGTS-30,2024.0,10.40193409,98.29838,0.408,5455.0,0
NGTS-31 b,NGTS-31,2025.0,18.04645893,4.162734,0.064,5710.0,0
NGTS-32 b,NGTS-32,2025.0,15.91675259,3.31211,0.044,5680.0,0
NGTS-33 b,NGTS-33,2024.0,18.38272835,2.827972,0.048,7437.0,0
NGTS-34 b,NGTS-34,2025.0,3.65,43.12655,0.257,6134.0,0
NGTS-35 b,NGTS-35,2025.0,10.9,25.241192,0.16,4717.0,0
NGTS-4 b,NGTS-4,2019.0,3.18,1.3373508,0.019,5143.0,0
NGTS-5 b,NGTS-5,2019.0,12.733424,3.3569866,0.0382,4987.0,0
NGTS-6 b,NGTS-6,2019.0,14.863134,0.882059,0.01677,4730.0,0
NGTS-8 b,NGTS-8,2019.0,12.21781,2.4997,0.035,5241.0,0
NGTS-9 b,NGTS-9,2019.0,11.99363,4.43527,0.058,6330.0,0
OGLE-TR-10 b,OGLE-TR-10,2004.0,14.011,3.101278,0.0434,5950.0,0
OGLE-TR-113 b,OGLE-TR-113,2004.0,12.251,1.4324752,0.02289,4790.0,0
OGLE-TR-132 b,OGLE-TR-132,2004.0,13.45,1.689868,0.03035,6210.0,0
OGLE-TR-182 b,OGLE-TR-182,2007.0,12.666,3.9791,0.051,5924.0,0
OGLE-TR-211 b,OGLE-TR-211,2007.0,15.244,3.67724,0.051,6325.0,0
OGLE-TR-56 b,OGLE-TR-56,2002.0,15.278,1.2119189,0.02383,6050.0,0
OGLE2-TR-L9 b,OGLE2-TR-L9,2008.0,18.046,2.4855335,0.0308,6933.0,0
PH1 b,PH1,2012.0,6.18,138.317,0.652,6407.0,0
PH2 b,PH2,2013.0,9.33708092,282.52542,0.833,5734.0,0
POTS-1 b,POTS-1,2013.0,10.548,3.1606296,0.03734,4400.0,0
Qatar-1 b,Qatar-1,2010.0,12.811887,1.4200242,0.02332,5013.0,0
Qatar-10 b,Qatar-10,2019.0,17.295487,1.645321,0.0286,6124.0,0
Qatar-2 b,Qatar-2,2011.0,14.056,1.33711647,0.02153,4645.0,0
Qatar-3 b,Qatar-3,2017.0,12.285064,2.5079204,0.03783,6007.0,0
Qatar-4 b,Qatar-4,2017.0,12.722215,1.8053564,0.02803,5215.0,0
Qatar-5 b,Qatar-5,2017.0,12.408363,2.8792319,0.04127,5747.0,0
Qatar-6 b,Qatar-6,2017.0,11.903958,3.506195,0.0423,5052.0,0
Qatar-7 b,Qatar-7,2019.0,19.0553,2.032046,0.0352,6387.0,0
Qatar-8 b,Qatar-8,2019.0,14.403565,3.71495,0.0474,5738.0,0
Qatar-9 b,Qatar-9,2019.0,11.309881,1.540731,0.0234,4309.0,0
Ross 176 b,Ross 176,2025.0,1.84,5.0066338,0.0464,4041.0,0
SPECULOOS-3 b,SPECULOOS-3,2024.0,0.977,0.71912603,0.00733,2800.0,0
TIC 139270665 b,TIC 139270665,2024.0,7.22979255,23.624,0.163,5844.0,0
TIC 147027702 b,TIC 147027702,2026.0,10.92875618,44.40523,0.274,6410.0,0
TIC 172900988 b,TIC 172900988 Aa,2021.0,11.25,200.452,0.90281,6050.0,0
TIC 237913194 b,TIC 237913194,2020.0,12.520453,15.168865,0.1207,5788.0,0
TIC 241249530 b,TIC 241249530,2024.0,13.29385111,165.7719,0.641,6166.0,0
TIC 245076932 b,TIC 245076932,2026.0,10.87271128,21.61389,0.157,6130.0,0
TIC 257060897 b,TIC 257060897,2021.0,17.26183028,3.66003639,0.04922,5993.0,0
TIC 279401253 b,TIC 279401253,2023.0,11.2089807,76.8,0.369,5951.0,0
TIC 365102760 b,TIC 365102760,2024.0,6.21,4.21285367,0.0622,4900.0,0
TIC 393818343 b,TIC 393818343,2024.0,12.18416202,16.24921,0.1291,5756.0,0
TIC 434398831 b,TIC 434398831,2025.0,3.51,3.685504,0.04641,5638.0,0
TIC 434398831 c,TIC 434398831,2025.0,5.63,6.210291,0.06572,5638.0,0
TIC 46432937 b,TIC 46432937,2024.0,13.31626907,1.44044527,0.02065,3572.0,0
TIC 4672985 b,TIC 4672985,2024.0,11.5004142,69.048,0.33,5757.0,0
TIC 87422071 b,TIC 87422071,2026.0,10.8615023,11.364929,0.106,6150.0,0
TIC 88785435 b,TIC 88785435,2025.0,5.03,10.508843,0.08432,3998.0,0
TOI-1052 b,TOI-1052,2023.0,2.87,9.139703,0.09103,6146.0,0
TOI-1062 b,TOI-1062,2021.0,2.265,4.11296,0.052,5328.0,0
TOI-1064 b,TOI-1064,2022.0,2.587,6.443868,0.06152,4734.0,0
TOI-1064 c,TOI-1064,2022.0,2.651,12.226574,0.09429,4734.0,0
TOI-1075 b,TOI-1075,2022.0,1.791,0.6047328,0.01159,3875.0,0
TOI-1080 b,TOI-1080,2026.0,1.2,3.9652482,0.0272,3065.0,0
TOI-1107 b,TOI-1107,2022.0,14.57167491,4.0782387,0.0561,6311.0,0
TOI-1117 b,TOI-1117,2025.0,2.46,2.22816,0.033,5635.0,0
TOI-1130 b,TOI-1130,2020.0,3.66,4.074554,0.0453,4360.0,0
TOI-1130 c,TOI-1130,2020.0,13.0,8.3501898,0.0731,4360.0,0
TOI-1135 b,TOI-1135,2024.0,9.91994792,8.0277327,0.0815,6320.0,0
TOI-1173 b,TOI-1173,2024.0,9.19,7.06466,0.0696,5350.0,0
TOI-1174 b,TOI-1174,2024.0,2.562,8.953487683,0.07994,5030.0,0
TOI-1180 b,TOI-1180,2024.0,3.072,9.686760378,0.080799,4738.0,0
TOI-1184 b,TOI-1184,2024.0,2.39,5.748433803,0.056027,4534.0,0
TOI-1194 b,TOI-1194,2023.0,8.71664516,2.3106446,0.034,5394.0,0
TOI-1199 b,TOI-1199,2024.0,10.5140239,3.671463,0.04988,5710.0,0
TOI-1201 b,TOI-1201,2021.0,2.415,2.4919863,0.0287,3476.0,0
TOI-1203 b,TOI-1203,2025.0,1.52,4.1572888,0.04869,5737.0,0
TOI-1203.01,TOI-1203,2021.0,2.918,25.502672,0.1632,5737.0,0
TOI-122 b,TOI-122,2020.0,2.72,5.07803,0.0392,3403.0,0
TOI-1221 b,TOI-1221,2023.0,2.91,91.68278,0.387,5592.0,0
TOI-1224 b,TOI-1224,2024.0,2.104,4.1782745,0.0355,3326.0,0
TOI-1227 b,TOI-1227,2022.0,9.57246952,27.36397,0.0886,3072.0,0
TOI-1231 b,TOI-1231,2021.0,3.65,24.245586,0.1288,3553.0,0
TOI-1232 b,TOI-1232,2026.0,10.92875618,14.256,0.117,5823.0,0
TOI-1233.01,HD 108236,2021.0,2.539,14.175685,0.1074,5660.0,0
TOI-1238 b,TOI-1238,2022.0,1.21,0.764597,0.0139,4089.0,0
TOI-1238 c,TOI-1238,2022.0,2.11,3.294736,0.037,4089.0,0
TOI-1244 b,TOI-1244,2024.0,2.467,6.400316483,0.060694,4599.0,0
TOI-1246 b,TOI-1246,2022.0,3.01,4.30744,0.049,5151.0,0
TOI-1246 c,TOI-1246,2022.0,2.45109846,5.904137,0.061,5213.0,0
TOI-1246 d,TOI-1246,2022.0,3.43139739,18.654874,0.132,5213.0,0
TOI-1246 e,TOI-1246,2022.0,3.5141875,37.92548,0.212,5213.0,0
TOI-1248 b,TOI-1248,2024.0,6.8084859,4.3601561,0.051,5205.0,0
TOI-1249 b,TOI-1249,2024.0,3.2710301,13.079151,0.109,5497.0,0
TOI-125 b,TOI-125,2019.0,2.726,4.65382,0.05186,5320.0,0
TOI-125 c,TOI-125,2019.0,2.759,9.15059,0.0814,5320.0,0
TOI-125 d,TOI-125,2020.0,2.93,19.98,0.137,5320.0,0
TOI-1260 b,TOI-1260,2021.0,2.41,3.127463,0.0367,4227.0,0
TOI-1260 c,TOI-1260,2021.0,2.76,7.493134,0.0657,4227.0,0
TOI-1260 d,TOI-1260,2022.0,3.12,16.608164,0.1116,4227.0,0
TOI-1266 b,TOI-1266,2020.0,2.52,10.8945,0.073,3563.0,0
TOI-1266 c,TOI-1266,2020.0,1.98,18.8027,0.105,3563.0,0
TOI-1268 b,TOI-1268,2022.0,9.1,8.1577094,0.0711,5300.0,0
TOI-1269 b,TOI-1269,2024.0,2.40144286,4.2529913,0.0496,5499.0,0
TOI-1272 b,TOI-1272,2022.0,4.13204907,3.31599,0.0417,5065.0,0
