pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,st_teff,habitable
TOI-4600 b,TOI-4600,2023.0,6.8,82.6869,0.349,5170.0,0
TOI-4600 c,TOI-4600,2023.0,9.42,482.8191,1.152,5170.0,0
TOI-4602.01,TOI-4602,2024.0,2.550449,3.9812091,0.05099712,6011.9,0
TOI-4603 b,TOI-4603,2023.0,11.67975789,7.24599,0.0888,6264.0,0
TOI-4633 c,TOI-4633,2024.0,3.2,271.9445,0.847,5800.0,0
TOI-4638.01,TOI-4638,2024.0,2.933,10.283918787,0.093013,5700.0,0
TOI-4641 b,TOI-4641,2023.0,8.18255591,22.09341,0.173,6560.0,0
TOI-4666 b,TOI-4666,2025.0,12.53164042,2.9089165,0.034,3793.0,0
TOI-469.01,TOI-469,2021.0,3.41,13.6308205,0.111,5289.0,0
TOI-470 b,TOI-470,2023.0,4.34,12.19148,0.119,5190.0,0
TOI-4734 b,TOI-4734,2025.0,10.9175472,6.235633,0.074,6070.0,0
TOI-4773 b,TOI-4773,2025.0,15.22179579,1.7452851,0.03216,6740.0,0
TOI-4791 b,TOI-4791,2023.0,12.44196858,4.28088,0.0555,6058.0,0
TOI-4794 b,TOI-4794,2025.0,14.35870428,3.5658116,0.0492,6390.0,0
TOI-480 b,TOI-480,2024.0,2.85372018,6.866196,0.077,6174.0,0
TOI-481 b,TOI-481,2020.0,11.09691,10.33111,0.097,5735.0,0
TOI-4860 b,TOI-4860,2023.0,8.7,1.5227591,0.01808,3260.0,0
TOI-4914 b,TOI-4914,2024.0,12.87,10.60057,0.098,5805.0,0
TOI-4940 b,TOI-4940,2025.0,6.61,25.867811,0.165,5504.0,0
TOI-4961 b,TOI-4961,2025.0,12.34108775,7.479182,0.0726,5380.0,0
TOI-4994 b,TOI-4994,2024.0,8.54124329,21.491984,0.1515,5640.0,0
TOI-500 b,TOI-500,2022.0,1.166,0.548177,0.01189,4440.0,0
TOI-5005 b,TOI-5005,2024.0,6.25,6.3085044,0.06614,5749.0,0
TOI-5007 b,TOI-5007,2026.0,11.07447293,2.543371,0.0307,3793.0,0
TOI-5027 b,TOI-5027,2025.0,10.76062147,10.24368,0.093,5909.0,0
TOI-5076 b,TOI-5076,2024.0,3.48935569,23.443162,0.1481,4780.0,0
TOI-5082.01,TOI-5082,2024.0,2.54811,4.240122,0.051204842,5670.0,0
TOI-5108 b,TOI-5108,2025.0,6.6,6.753581,0.073,5808.0,0
TOI-5110 b,TOI-5110,2024.0,11.98240037,30.158577,0.2157,6160.0,0
TOI-5126 b,TOI-5126,2023.0,4.74,5.4588385,0.06519,6150.0,0
TOI-5126 c,TOI-5126,2023.0,3.86,17.8999,0.1439,6150.0,0
TOI-5143 c,TOI-5143,2025.0,16.25302201,5.2097118,0.05602,5183.0,0
TOI-5153 b,TOI-5153,2022.0,11.88151954,20.33003,0.158,6300.0,0
TOI-5181 A b,TOI-5181 A,2025.0,13.34989601,3.8922295,0.0522,6060.0,0
TOI-519 b,TOI-519,2021.0,11.54525012,1.2652328,0.0159,3322.0,0
TOI-5205 b,TOI-5205,2023.0,11.6,1.630757,0.0199,3430.0,0
TOI-521 b,TOI-521,2025.0,1.98,1.54285047,0.0195,3544.0,0
TOI-5210 b,TOI-5210,2025.0,10.72699453,4.5661061,0.0557,5723.0,0
TOI-5218 b,TOI-5218,2024.0,9.86,4.291452,0.0469,4230.0,0
TOI-5232 b,TOI-5232,2024.0,12.778238,4.0966692,0.05593,6500.0,0
TOI-5261 b,TOI-5261,2025.0,11.60129502,4.1509768,0.05134,5790.0,0
TOI-5292 A b,TOI-5292 A,2026.0,12.64373023,2.02191,0.0279,3919.0,0
TOI-5293 A b,TOI-5293 A,2023.0,11.9,2.930289,0.034,3586.0,0
TOI-530 b,TOI-530,2021.0,9.30345398,6.387597,0.052,3659.0,0
TOI-5300 b,TOI-5300,2025.0,9.86390302,2.262196,0.0295,4610.0,0
TOI-5301 b,TOI-5301,2024.0,13.09208946,5.858858,0.073,6240.0,0
TOI-5319 b,TOI-5319,2024.0,2.83,4.07853,0.0506,3580.0,0
TOI-532 b,TOI-532,2021.0,5.82,2.3266508,0.0296,3927.0,0
TOI-5322 b,TOI-5322,2025.0,16.6117094,5.4233207,0.0604,5692.0,0
TOI-5340 b,TOI-5340,2025.0,15.07607904,4.9394392,0.0628,5990.0,0
TOI-5344 b,TOI-5344,2023.0,10.60369574,3.792622,0.04041,3747.0,0
TOI-5349 b,TOI-5349,2026.0,10.2,3.317921,0.0369,3751.0,0
TOI-5350 b,TOI-5350,2025.0,12.41955062,7.581367,0.0796,6220.0,0
TOI-5386 A b,TOI-5386 A,2025.0,14.70618268,3.62156552,0.04856,6094.0,0
TOI-5398 b,TOI-5398,2022.0,10.3,10.590547,0.098,6000.0,0
TOI-5398 c,TOI-5398,2023.0,3.52,4.77271,0.057,6000.0,0
TOI-540 b,TOI-540,2020.0,0.903,1.2391491,0.01223,3216.0,0
TOI-5422 b,TOI-5422,2026.0,9.10169233,5.377219,0.0619,5820.0,0
TOI-544 b,TOI-544,2022.0,2.018,1.548352,0.0225,4169.0,0
TOI-5542 b,TOI-5542,2022.0,11.30986153,75.12375,0.332,5700.0,0
TOI-5573 b,TOI-5573,2025.0,9.75,8.79758977,0.0712,3790.0,0
TOI-558 b,TOI-558,2021.0,12.17295304,14.574071,0.1291,6466.0,0
TOI-559 b,TOI-559,2021.0,12.22899794,6.9839095,0.0723,5925.0,0
TOI-5592 b,TOI-5592,2025.0,17.14974047,2.6085846,0.03935,6237.0,0
TOI-5616 b,TOI-5616,2024.0,10.78,2.002849,0.0272,3996.0,0
TOI-5624 b,TOI-5624,2026.0,2.314,3.3903473,0.04201,5327.0,0
TOI-5624 c,TOI-5624,2026.0,2.474,7.885385,0.07374,5327.0,0
TOI-5624 d,TOI-5624,2026.0,3.584,13.731468,0.1067,5327.0,0
TOI-5624 e,TOI-5624,2026.0,3.247,21.489936,0.1439,5327.0,0
TOI-5634 A b,TOI-5634 A,2024.0,10.42,2.2035373,0.0272,3896.0,0
TOI-564 b,TOI-564,2020.0,11.43318,1.651144,0.02734,5640.0,0
TOI-5678 b,TOI-5678,2023.0,4.91,47.73022,0.249,5485.0,0
TOI-5688 A b,TOI-5688 A,2024.0,10.3,2.94815527,0.03379,3713.0,0
TOI-5713 b,TOI-5713,2024.0,1.77,10.441989,0.06008,3225.0,0
TOI-5720 b,TOI-5720,2024.0,1.09,1.4344555,0.018288,3325.0,0
TOI-5726.01,TOI-5726,2024.0,2.554,5.491125215,0.062186,5874.0,0
TOI-5734 b,TOI-5734,2026.0,2.1,6.1841876,0.05921,4750.0,0
TOI-5786 b,TOI-5786,2025.0,8.54,12.779107,0.114,6235.0,0
TOI-5788 b,TOI-5788,2026.0,1.528,6.340758,0.064,5615.0,0
TOI-5788 c,TOI-5788,2026.0,2.272,16.213362,0.1197,5615.0,0
TOI-5795 b,TOI-5795,2025.0,5.62,6.1406325,0.064,5715.0,0
TOI-5799 b,TOI-5799,2024.0,1.733,4.164507,0.0348,3452.0,0
TOI-5799 c,TOI-5799,2025.0,1.76,14.010449,0.0782,3452.0,0
TOI-5800 b,TOI-5800,2025.0,2.46,2.6278838,0.0344,4850.0,0
TOI-5817 b,TOI-5817,2025.0,3.08,15.61031,0.1223,5770.0,0
TOI-5882 b,TOI-5882,2025.0,11.46678726,7.148972,0.0804,5920.0,0
TOI-5916 b,TOI-5916,2026.0,11.35469745,2.367128,0.0262,3613.0,0
TOI-5938 b,TOI-5938,2026.0,3.82,2.260424,0.0308,4650.0,0
TOI-6002 b,TOI-6002,2024.0,1.65,10.904821,0.05722,3229.0,0
TOI-6008 b,TOI-6008,2024.0,1.03,0.8574347,0.010777,3075.0,0
TOI-6016 b,TOI-6016,2024.0,13.67495645,4.023687,0.055,6110.0,0
TOI-6034 b,TOI-6034,2024.0,11.92,2.576184,0.02949,3635.0,0
TOI-6038 A b,TOI-6038 A,2025.0,6.41,5.8267311,0.069,6110.0,0
TOI-6041 b,TOI-6041,2025.0,4.55,26.04945,0.1651,5445.0,0
TOI-6054.01,TOI-6054,2024.0,2.64,7.501428,0.0763,6047.0,0
TOI-6054.02,TOI-6054,2024.0,2.82,12.563636,0.1079,6047.0,0
TOI-6086 b,TOI-6086,2024.0,1.18,1.3888725,0.01541,3200.0,0
TOI-6109 b,TOI-6109,2025.0,4.8704,5.690476,0.0599,5660.0,0
TOI-6109 c,TOI-6109,2025.0,4.8326,8.538878,0.0786,5660.0,0
TOI-6130 b,TOI-6130,2024.0,14.3474953,2.392679,0.036,6110.0,0
TOI-615 b,TOI-615,2023.0,18.97680433,4.6615983,0.0678,6850.0,0
TOI-620 b,TOI-620,2022.0,3.76,5.0988179,0.04825,3708.0,0
TOI-622 b,TOI-622,2023.0,9.2362001,6.402513,0.0708,6400.0,0
TOI-6223 b,TOI-6223,2025.0,5.07,3.855219,0.04018,3895.0,0
TOI-628 b,TOI-628,2021.0,11.88154,3.4095675,0.0486,6250.0,0
TOI-6303 b,TOI-6303,2025.0,11.59,9.485236,0.0761,3977.0,0
TOI-6330 b,TOI-6330,2025.0,10.89,6.8500246,0.05763,3539.0,0
TOI-6383 A b,TOI-6383 A,2024.0,11.29,1.79058695,0.02292,3444.0,0
TOI-6420 b,TOI-6420,2025.0,11.93756445,6.961508,0.0753,6020.0,0
TOI-6448 b,TOI-6448,2025.0,8.47398941,14.844261,0.131,5910.0,0
TOI-6478 b,TOI-6478,2025.0,4.6,34.005019,0.1136,3230.0,0
TOI-654.01,TOI-654,2024.0,2.378,1.527561,0.01944,3521.0,0
TOI-6628 b,TOI-6628,2025.0,10.98480109,18.18424,0.134,5463.0,0
TOI-663 b,TOI-663,2024.0,2.27,2.598902,0.0295,3681.0,0
TOI-663 c,TOI-663,2024.0,2.26,4.6955507,0.0437,3681.0,0
TOI-663 d,TOI-663,2024.0,1.92,7.1027268,0.0576,3681.0,0
TOI-6651 b,TOI-6651,2024.0,5.09,5.056973,0.0633,5940.0,0
TOI-669 b,TOI-669,2023.0,2.58606487,3.945152,0.048,5597.0,0
TOI-6692 b,TOI-6692,2026.0,11.67975789,131.125,0.512,5890.0,0
TOI-6695 b,TOI-6695,2025.0,9.52763359,80.389,0.402,6400.0,0
TOI-6716 b,TOI-6716,2026.0,0.982,4.7185898,0.0319,3110.0,0
TOI-672 b,TOI-672,2023.0,5.31,3.633581,0.0376,3810.0,0
TOI-674 b,TOI-674,2021.0,5.25,1.977143,0.025,3514.0,0
TOI-677 b,TOI-677,2020.0,13.11450742,11.2365985,0.1041,6295.0,0
TOI-6894 b,TOI-6894,2025.0,9.5836785,3.37077196,0.02604,3007.0,0
TOI-700 b,TOI-700,2020.0,0.914,9.977219,0.0677,3459.0,0
TOI-700 c,TOI-700,2020.0,2.6,16.051137,0.0929,3459.0,0
TOI-700 d,TOI-700,2020.0,1.073,37.42396,0.1633,3459.0,0
TOI-700 e,TOI-700,2023.0,0.953,27.80978,0.134,3459.0,0
TOI-7009 b,TOI-7009,2026.0,3.71,2.3206612,0.0287,4080.0,0
TOI-707 b,TOI-707,2026.0,2.416,52.79918,0.275,5424.0,0
TOI-712 b,TOI-712,2022.0,2.049,9.531361,0.07928,4622.0,0
TOI-712 c,TOI-712,2022.0,2.701,51.69906,0.2447,4622.0,0
TOI-712 d,TOI-712,2022.0,2.474,84.8396,0.3405,4622.0,0
TOI-7149 b,TOI-7149,2025.0,13.2,2.65206166,0.02603,3363.0,0
TOI-715 b,TOI-715,2023.0,1.55,19.288004,0.083,3075.0,0
TOI-7166 b,TOI-7166,2025.0,2.01,12.92063621,0.06191,3099.0,0
TOI-733 b,TOI-733,2023.0,1.992,4.884765,0.0618,5585.0,0
TOI-7384 b,TOI-7384,2026.0,3.56,6.2340258,0.0439,3185.0,0
TOI-7510 b,TOI-7510,2025.0,7.31,11.530869,0.1019,5720.0,0
TOI-7510 c,TOI-7510,2025.0,10.81,22.5687423,0.1595,5720.0,0
TOI-7510 d,TOI-7510,2025.0,10.52,48.864468,0.2672,5720.0,0
TOI-756 b,TOI-756,2025.0,2.81,1.2392495,0.018,3657.0,0
TOI-757 b,TOI-757,2024.0,2.5,17.46819,0.122,5278.0,0
TOI-762 A b,TOI-762 A,2024.0,8.33948164,3.4716826,0.03418,3266.0,0
TOI-763 b,TOI-763,2020.0,2.28,5.6057,0.06,5450.0,0
TOI-763 c,TOI-763,2020.0,2.63,12.2737,0.1011,5450.0,0
TOI-771 b,TOI-771,2024.0,1.36,2.3260155,0.0208,3370.0,0
TOI-776 b,TOI-776,2020.0,1.798,8.24662,0.0653,3725.0,0
TOI-776 c,TOI-776,2020.0,2.047,15.665323,0.1001,3725.0,0
TOI-778 b,TOI-778,2023.0,15.4,4.633611,0.06,6643.0,0
TOI-782 b,TOI-782,2024.0,2.734,8.0240015,0.0578,3370.0,0
TOI-784 b,HD 307842,2023.0,1.93,2.7970365,0.038,5558.0,0
TOI-813 b,TOI-813,2020.0,6.71,83.8911,0.423,5907.0,0
TOI-815 b,TOI-815,2024.0,2.94,11.197259,0.0903,4869.0,0
TOI-815 c,TOI-815,2024.0,2.62,34.976145,0.193,4869.0,0
TOI-824 b,TOI-824,2020.0,2.926,1.392978,0.02177,4600.0,0
TOI-833 b,TOI-833,2022.0,1.27,1.0418777,0.0171,3920.0,0
TOI-836 b,TOI-836,2023.0,1.704,3.81673,0.0422,4552.0,0
TOI-836.01,TOI-836,2021.0,2.587,8.59545,0.075,4552.0,0
TOI-837 b,TOI-837,2020.0,9.16894621,8.3249113,0.0888,5995.0,0
TOI-849 b,TOI-849,2020.0,3.64,0.765548,0.0155,5257.0,0
TOI-858 B b,TOI-858 B,2023.0,14.06727078,3.2797178,0.04435,5842.0,0
TOI-871 b,TOI-871,2024.0,1.664,14.362565,0.1054,4929.0,0
TOI-880 c,TOI-880,2025.0,4.95,6.3872703,0.0635,5050.0,0
TOI-880.02,TOI-880,2024.0,2.19,2.57571,0.0349,5050.0,0
TOI-892 b,TOI-892,2020.0,11.99363,10.62656,0.092,6261.0,0
TOI-904 b,TOI-904,2023.0,2.426,10.8772,0.056,3770.2,0
TOI-904 c,TOI-904,2023.0,2.167,83.9997,0.312,3770.2,0
TOI-905 b,TOI-905,2020.0,13.125739,3.739494,0.04666,5570.0,0
TOI-907.01,TOI-907,2024.0,9.6158851,4.5849129,0.055225481,6272.0,0
TOI-908 b,TOI-908,2023.0,3.186,3.183792,0.041657,5626.0,0
TOI-912 b,TOI-912,2025.0,1.93,4.6780691,0.041,3572.0,0
TOI-954 b,TOI-954,2020.0,9.550068,3.6849729,0.04963,5710.0,0
TOI-969 b,TOI-969,2022.0,2.765,1.8237305,0.02636,4435.0,0
TRAPPIST-1 b,TRAPPIST-1,2016.0,1.116,1.510826,0.01154,2566.0,0
TRAPPIST-1 c,TRAPPIST-1,2016.0,1.097,2.421937,0.0158,2566.0,0
TRAPPIST-1 d,TRAPPIST-1,2016.0,0.788,4.049219,0.02227,2566.0,0
TRAPPIST-1 e,TRAPPIST-1,2017.0,0.92,6.101013,0.02925,2566.0,0
TRAPPIST-1 f,TRAPPIST-1,2017.0,1.045,9.20754,0.03849,2566.0,0
TRAPPIST-1 g,TRAPPIST-1,2017.0,1.129,12.352446,0.04683,2566.0,0
TRAPPIST-1 h,TRAPPIST-1,2017.0,0.755,18.772866,0.06189,2566.0,0
TrES-3 b,TrES-3,2007.0,14.975,1.30618581,0.02282,5650.0,0
TrES-5 b,TrES-5,2011.0,13.383546,1.48224686,0.02459,5171.0,0
V1298 Tau b,V1298 Tau,2019.0,9.41,24.140006,0.1685,4970.0,0
V1298 Tau c,V1298 Tau,2019.0,5.08,8.249164,0.0824,4970.0,0
V1298 Tau d,V1298 Tau,2019.0,6.53,12.401394,0.1081,4970.0,0
V1298 Tau e,V1298 Tau,2019.0,10.17,48.677714,0.2689,4970.0,0
WASP-10 b,WASP-10,2008.0,12.106,3.0927616,0.03781,4675.0,0
WASP-102 b,WASP-102,2025.0,14.90794433,2.709813,0.041,5990.0,0
WASP-103 b,WASP-103,2014.0,17.127,0.925542,0.01985,6110.0,0
WASP-104 b,WASP-104,2014.0,12.745,1.7554137,0.02918,5475.0,0
WASP-105 b,WASP-105,2017.0,10.76064,7.87288,0.075,5070.0,0
WASP-106 b,WASP-106,2014.0,12.10569916,9.28969,0.0901,6002.0,0
WASP-113 b,WASP-113,2016.0,15.793481,4.54216874538,0.05885,5890.0,0
WASP-114 b,WASP-114,2016.0,15.008851,1.5487743,0.02851,5940.0,0
WASP-116 b,WASP-116,2025.0,13.67495645,6.6132,0.065,6250.0,0
WASP-118 b,WASP-118,2016.0,16.14096,4.0460435,0.05453,6410.0,0
WASP-119 b,WASP-119,2016.0,15.6926,2.49979,0.0363,5650.0,0
WASP-12 b,WASP-12,2008.0,22.02564708,1.091418901,0.0234,6265.0,0
WASP-121 b,WASP-121,2016.0,19.52604438,1.27492504,0.02571,6628.0,0
WASP-124 b,WASP-124,2016.0,13.89916,3.37265,0.0449,6050.0,0
WASP-129 b,WASP-129,2016.0,10.42437,5.748145,0.0628,5900.0,0
WASP-130 b,WASP-130,2016.0,9.97601,11.55098,0.1012,5625.0,0
WASP-131 b,WASP-131,2016.0,13.74221034,5.3220125,0.0608,5990.0,0
WASP-132 b,WASP-132,2016.0,10.09929161,7.1335164,0.0674,4686.0,0
WASP-132 c,WASP-132,2022.0,1.841,1.01153624,0.01833,4686.0,0
WASP-133 b,WASP-133,2016.0,13.56289,2.176423,0.0345,5700.0,0
WASP-135 b,WASP-135,2015.0,14.5717,1.4013794,0.0243,5675.0,0
WASP-138 b,WASP-138,2016.0,12.21781,3.634433,0.0494,6272.0,0
WASP-139 b,WASP-139,2016.0,8.9672,5.924262,0.062,5310.0,0
WASP-141 b,WASP-141,2016.0,13.56289,3.310651,0.0469,5900.0,0
WASP-142 b,WASP-142,2016.0,17.14977,2.052868,0.0347,6010.0,0
WASP-144 b,WASP-144,2018.0,9.52765,2.2783152,0.0316,5200.0,0
WASP-145 A b,WASP-145 A,2018.0,10.0881,1.7690381,0.0261,4900.0,0
WASP-147 b,WASP-147,2018.0,12.498035,4.60273,0.0549,5702.0,0
WASP-148 b,WASP-148,2020.0,8.47398941,8.803809,0.08215,5555.0,0
WASP-149 b,WASP-149,2025.0,15.24421375,1.332813,0.024,5750.0,0
WASP-150 b,WASP-150,2020.0,11.99363,5.644207,0.0694,6218.0,0
WASP-153 b,WASP-153,2017.0,17.37395,3.332609,0.048,5914.0,0
WASP-154 b,WASP-154,2025.0,10.76062147,3.811678,0.044,4774.0,0
WASP-155 b,WASP-155,2025.0,13.45077684,3.110413,0.043,5660.0,0
WASP-156 b,WASP-156,2017.0,6.02802815,3.8361623,0.0458,4987.0,0
WASP-157 b,WASP-157,2016.0,11.19,3.951623,0.0499,5772.0,0
WASP-158 b,WASP-158,2018.0,11.99363,3.656333,0.0517,6350.0,0
WASP-159 b,WASP-159,2018.0,15.46842,3.840401,0.0538,6120.0,0
WASP-160 B b,WASP-160 B,2018.0,12.21781,3.7684952,0.0452,5298.0,0
WASP-161 b,WASP-161,2018.0,12.811887,5.4060425,0.0673,6400.0,0
WASP-162 b,WASP-162,2018.0,11.209,9.62468,0.0871,5300.0,0
WASP-163 b,WASP-163,2018.0,13.473218,1.6096884,0.0266,5500.0,0
WASP-164 b,WASP-164,2018.0,12.643752,1.7771255,0.02818,5806.0,0
WASP-165 b,WASP-165,2018.0,14.12334,3.465509,0.04823,5599.0,0
WASP-166 b,WASP-166,2019.0,7.06167,5.44354,0.0641,6050.0,0
WASP-167 b,WASP-167,2017.0,17.71022,2.0219596,0.0365,7000.0,0
WASP-168 b,WASP-168,2018.0,16.8135,4.153658,0.0519,6000.0,0
WASP-169 b,WASP-169,2019.0,14.616536,5.6114118,0.0681,6110.0,0
WASP-170 b,WASP-170,2018.0,12.285064,2.34478022,0.0337,5600.0,0
WASP-171 b,WASP-171,2019.0,10.98482,3.8186244,0.0504,5965.0,0
WASP-172 b,WASP-172,2018.0,17.59813,5.477433,0.0694,6900.0,0
WASP-173 A b,WASP-173 A,2018.0,13.4508,1.38665318,0.0248,5800.0,0
WASP-174 b,WASP-174,2018.0,16.10730527,4.2337005,0.05503,6399.0,0
WASP-175 b,WASP-175,2019.0,13.540472,3.0652907,0.04403,6229.0,0
WASP-176 b,WASP-176,2020.0,16.869545,3.899052,0.0535,5941.0,0
WASP-177 b,WASP-177,2019.0,17.71022,3.071722,0.03957,5017.0,0
WASP-178 b,WASP-178,2019.0,20.28829,3.3448285,0.0558,9360.0,0
WASP-18 b,WASP-18,2009.0,13.89913607,0.94145223,0.02024,6432.0,0
WASP-180 A b,WASP-180 A,2019.0,13.89916,3.409264,0.048,6600.0,0
WASP-181 b,WASP-181,2019.0,13.271456,4.5195064,0.05427,5839.0,0
WASP-182 b,WASP-182,2019.0,9.52765,3.3769848,0.0451,5638.0,0
WASP-183 b,WASP-183,2019.0,16.47723,4.1117771,0.04632,5313.0,0
WASP-184 b,WASP-184,2019.0,14.90797,5.1817,0.0627,6000.0,0
WASP-185 b,WASP-185,2019.0,14.01125,9.38755,0.0904,5900.0,0
WASP-186 b,WASP-186,2020.0,12.44199,5.026799,0.06,6361.0,0
WASP-187 b,WASP-187,2020.0,18.38276,5.147878,0.0653,6150.0,0
WASP-188 b,WASP-188,2025.0,14.81827249,5.748916,0.072,6850.0,0
WASP-189 b,WASP-189,2020.0,18.14733975,2.724033,0.05053,8000.0,0
WASP-19 b,WASP-19,2009.0,15.86070769,0.78883852,0.01652,5616.0,0
WASP-190 b,WASP-190,2019.0,12.89035,5.367753,0.0663,6400.0,0
WASP-192 b,WASP-192,2019.0,13.78707,2.8786765,0.0408,5910.0,0
WASP-193 b,WASP-193,2023.0,14.78464554,6.2463475,0.0668,6080.0,0
WASP-194 b,WASP-194,2025.0,15.47960235,3.183387,0.047,6405.0,0
WASP-195 b,WASP-195,2025.0,10.31226224,5.051928,0.063,6300.0,0
WASP-197 b,WASP-197,2025.0,14.44837612,5.167228,0.065,6050.0,0
WASP-2 b,WASP-2,2007.0,12.116929,2.152175,0.03144,5180.0,0
WASP-23 b,WASP-23,2010.0,10.783,2.9444256,0.0376,5150.0,0
WASP-31 b,WASP-31,2010.0,17.363,3.4059096,0.04659,6302.0,0
WASP-33 b,WASP-33,2010.0,17.855937,1.21987,0.0239,7430.0,0
WASP-36 b,WASP-36,2011.0,14.874343,1.53736596,0.02677,5959.0,0
WASP-37 b,WASP-37,2010.0,13.002,3.577469,0.0446,5800.0,0
WASP-39 b,WASP-39,2011.0,14.336311,4.0552941,0.04828,5485.0,0
WASP-42 b,WASP-42,2012.0,12.576498,4.9816819,0.0561,5315.0,0
WASP-43 b,WASP-43,2011.0,10.424,0.813475,0.0142,4400.0,0
WASP-44 b,WASP-44,2011.0,12.3299,2.423804,0.03453,5420.0,0
WASP-45 b,WASP-45,2011.0,10.603714,3.126089,0.03963,5150.0,0
WASP-46 b,WASP-46,2011.0,13.159366,1.43036763,0.02335,5600.0,0
WASP-5 b,WASP-5,2008.0,12.184,1.6284279,0.0267,5700.0,0
WASP-50 b,WASP-50,2011.0,13.069694,1.9551,0.0293,5400.0,0
WASP-52 b,WASP-52,2012.0,14.24,1.7497798,0.0272,5000.0,0
WASP-53 b,WASP-53,2017.0,12.038466,3.3098443,0.04101,4953.0,0
WASP-57 b,WASP-57,2012.0,11.76945,2.83891856,0.03769,5600.0,0
WASP-59 b,WASP-59,2012.0,8.687,7.919585,0.0697,4650.0,0
WASP-64 b,WASP-64,2012.0,14.247,1.5732918,0.02648,5400.0,0
WASP-65 b,WASP-65,2013.0,12.464,2.3114243,0.0334,5600.0,0
WASP-69 b,WASP-69,2014.0,11.21,3.86813881,0.0453,4792.0,0
WASP-7 b,WASP-7,2008.0,14.90797,4.9546416,0.0617,6400.0,0
WASP-70 A b,WASP-70 A,2014.0,13.047,3.7130203,0.04853,5763.0,0
WASP-75 b,WASP-75,2013.0,14.235,2.484193,0.0375,6100.0,0
WASP-76 b,WASP-76,2016.0,20.78145022,1.80988198,0.033,6329.0,0
WASP-79 b,WASP-79,2012.0,17.14974047,3.662392,0.0519,6600.0,0
WASP-80 b,WASP-80,2012.0,11.197791,3.06785234,0.0344,4143.0,0
WASP-81 b,WASP-81,2017.0,16.017661,2.7164762,0.03908,5870.0,0
WASP-83 b,WASP-83,2015.0,11.65736,4.971252,0.059,5510.0,0
WASP-87 b,WASP-87,2016.0,15.524465,1.682795,0.02946,6450.0,0
WASP-89 b,WASP-89,2015.0,11.65736,3.3564227,0.0427,5130.0,0
WASP-90 b,WASP-90,2016.0,18.27067,3.916243,0.0562,6430.0,0
WASP-91 b,WASP-91,2017.0,11.54527,2.798581,0.037,4920.0,0
WASP-92 b,WASP-92,2016.0,16.376349,2.1746742,0.0348,6280.0,0
WASP-93 b,WASP-93,2016.0,17.900773,2.7325321,0.04211,6700.0,0
WASP-96 b,WASP-96,2014.0,13.45,3.4252602,0.0453,5540.0,0
WASP-98 b,WASP-98,2014.0,12.823096,2.96264036,0.03762,5473.0,0
WD 1856+534 b,WD 1856+534,2020.0,10.4,1.4079405,0.0204,4710.0,0
WTS-1 b,WTS-1,2012.0,16.7,3.352057,0.047,6250.0,0
WTS-2 b,WTS-2,2014.0,15.277867,1.0187068,0.01855,5000.0,0
Wendelstein-1 b,Wendelstein-1,2020.0,11.5609626,2.663416,0.0282,4251.0,0
Wendelstein-2 b,Wendelstein-2,2020.0,12.9934728,1.7522239,0.0234,4591.0,0
Wolf 327 b,Wolf 327,2024.0,1.24,0.5734745,0.01,3542.0,0
Wolf 503 b,Wolf 503,2018.0,2.043,6.00127,0.05706,4716.0,0
XO-3 b,XO-3,2007.0,14.79585452,3.19152309,0.04815,6970.0,0
XO-5 b,XO-5,2008.0,12.78,4.1877558,0.0515,5430.0,0
XO-6 b,XO-6,2016.0,23.20263,3.7650007,0.0815,6720.0,0
XO-7 b,XO-7,2019.0,15.389957,2.8641424,0.04421,6250.0,0
